b001,t28,p27,Approved,2025-07-02,credit_card
b002,t20,p94,Cancelled,2025-06-27,fpx
b003,t9,p100,Cancelled,2025-06-30,fpx
b004,t13,p67,Pending,2025-06-25,credit_card
b005,t28,p77,Cancelled,2025-06-07,fpx
b006,t24,p10,Pending,2025-06-18,credit_card
b007,t22,p40,Pending,2025-06-19,fpx
b008,t50,p2,Cancelled,2025-06-21,credit_card
b009,t21,p20,Pending,2025-06-26,fpx
b010,t6,p43,Pending,2025-06-17,credit_card
b011,t17,p23,Cancelled,2025-07-04,fpx
b012,t33,p36,Cancelled,2025-06-09,credit_card
b013,t15,p29,Rejected,2025-06-14,fpx
b014,t17,p56,Approved,2025-06-18,credit_card
b015,t32,p29,Rejected,2025-06-09,credit_card
b016,t1,p26,Approved,2025-06-13,credit_card
b017,t39,p93,Approved,2025-07-03,credit_card
b018,t26,p69,Rejected,2025-06-09,fpx
b019,t48,p81,Approved,2025-07-04,credit_card
b020,t22,p12,Approved,2025-06-26,credit_card
b021,t44,p60,Rejected,2025-07-04,fpx
b022,t18,p14,Rejected,2025-06-15,credit_card
b023,t18,p97,Approved,2025-06-20,credit_card
b024,t49,p80,Pending,2025-06-17,fpx
b025,t2,p27,Pending,2025-06-07,fpx
b026,t29,p94,Rejected,2025-06-18,fpx
b027,t15,p100,Rejected,2025-06-06,credit_card
b028,t17,p11,Rejected,2025-07-05,credit_card
b029,t36,p11,Cancelled,2025-06-25,fpx
b030,t2,p92,Approved,2025-06-29,fpx
b031,t48,p22,Cancelled,2025-07-03,credit_card
b032,t14,p44,Rejected,2025-07-01,fpx
b033,t21,p51,Pending,2025-06-25,fpx
b034,t1,p84,Pending,2025-06-09,credit_card
b035,t20,p42,Rejected,2025-06-19,credit_card
b036,t13,p4,Cancelled,2025-06-10,credit_card
b037,t3,p48,Approved,2025-07-04,credit_card
b038,t48,p73,Pending,2025-06-14,fpx
b039,t43,p90,Rejected,2025-06-17,fpx
b040,t7,p100,Approved,2025-06-16,fpx
b041,t50,p69,Rejected,2025-06-07,fpx
b042,t23,p63,Cancelled,2025-06-13,fpx
b043,t24,p21,Pending,2025-06-08,fpx
b044,t20,p56,Pending,2025-07-04,credit_card
b045,t14,p43,Rejected,2025-06-25,credit_card
b046,t17,p49,Cancelled,2025-06-15,credit_card
b047,t34,p18,Cancelled,2025-06-07,credit_card
b048,t6,p52,Approved,2025-06-25,credit_card
b049,t4,p8,Pending,2025-06-23,fpx
b050,t1,p5,Approved,2025-07-05,credit_card
b051,t9,p82,Cancelled,2025-06-07,fpx
b052,t17,p65,Cancelled,2025-06-10,credit_card
b053,t23,p64,Pending,2025-06-14,credit_card
b054,t46,p49,Approved,2025-07-05,credit_card
b055,t26,p82,Rejected,2025-06-08,credit_card
b056,t15,p20,Cancelled,2025-07-02,credit_card
b057,t1,p12,Approved,2025-06-20,fpx
b058,t40,p28,Pending,2025-07-05,fpx
b059,t7,p86,Pending,2025-06-29,fpx
b060,t45,p78,Pending,2025-06-27,fpx
b061,t36,p65,Cancelled,2025-06-10,fpx
b062,t5,p82,Pending,2025-06-30,fpx
b063,t23,p99,Approved,2025-06-15,fpx
b064,t8,p93,Pending,2025-06-06,fpx
b065,t4,p56,Rejected,2025-06-08,fpx
b066,t4,p46,Rejected,2025-06-20,credit_card
b067,t41,p58,Rejected,2025-06-10,fpx
b068,t46,p54,Pending,2025-06-09,fpx
b069,t39,p49,Approved,2025-06-15,fpx
b070,t6,p15,Cancelled,2025-06-22,credit_card
b071,t14,p96,Rejected,2025-07-03,credit_card
b072,t11,p23,Approved,2025-06-16,credit_card
b073,t28,p60,Pending,2025-06-19,credit_card
b074,t29,p70,Cancelled,2025-06-14,fpx
b075,t43,p10,Rejected,2025-06-25,credit_card
b076,t32,p21,Rejected,2025-07-04,fpx
b077,t18,p37,Approved,2025-07-01,fpx
b078,t7,p94,Rejected,2025-06-13,fpx
b079,t49,p100,Rejected,2025-06-11,credit_card
b080,t42,p49,Approved,2025-06-11,fpx
b081,t5,p4,Pending,2025-06-06,credit_card
b082,t32,p100,Rejected,2025-06-09,credit_card
b083,t36,p65,Pending,2025-07-01,credit_card
b084,t31,p28,Pending,2025-06-27,fpx
b085,t4,p90,Rejected,2025-06-10,fpx
b086,t6,p9,Approved,2025-06-20,credit_card
b087,t34,p78,Cancelled,2025-06-18,fpx
b088,t21,p17,Rejected,2025-06-28,fpx
b089,t4,p52,Cancelled,2025-06-24,credit_card
b090,t40,p89,Rejected,2025-06-11,credit_card
b091,t46,p76,Rejected,2025-06-10,fpx
b092,t5,p11,Pending,2025-07-02,credit_card
b093,t31,p58,Pending,2025-06-13,fpx
b094,t26,p45,Cancelled,2025-06-25,fpx
b095,t23,p18,Approved,2025-06-07,fpx
b096,t16,p98,Rejected,2025-06-21,fpx
b097,t33,p1,Rejected,2025-06-27,fpx
b098,t45,p85,Cancelled,2025-06-07,credit_card
b099,t27,p46,Rejected,2025-07-03,credit_card
b100,t29,p5,Cancelled,2025-07-05,fpx
b101,t14,p84,Approved,2025-06-23,fpx
b102,t31,p19,Pending,2025-06-09,fpx
b103,t44,p65,Approved,2025-06-28,fpx
b104,t26,p88,Cancelled,2025-06-18,credit_card
b105,t18,p78,Pending,2025-06-15,fpx
b106,t18,p23,Pending,2025-06-19,fpx
b107,t1,p100,Rejected,2025-06-06,fpx
b108,t43,p55,Pending,2025-06-09,fpx
b109,t44,p30,Cancelled,2025-07-03,credit_card
b110,t41,p53,Rejected,2025-07-02,credit_card
b111,t4,p64,Rejected,2025-07-05,credit_card
b112,t28,p27,Rejected,2025-06-18,fpx
b113,t36,p23,Approved,2025-06-07,fpx
b114,t45,p29,Rejected,2025-06-10,credit_card
b115,t37,p76,Rejected,2025-06-19,credit_card
b116,t5,p45,Rejected,2025-06-20,fpx
b117,t44,p50,Pending,2025-06-15,credit_card
b118,t13,p81,Rejected,2025-06-24,credit_card
b119,t42,p46,Approved,2025-06-26,fpx
b120,t48,p57,Pending,2025-06-14,fpx
b121,t36,p99,Cancelled,2025-07-01,fpx
b122,t31,p40,Approved,2025-07-02,credit_card
b123,t31,p6,Approved,2025-06-20,credit_card
b124,t36,p89,Cancelled,2025-06-09,credit_card
b125,t3,p90,Rejected,2025-06-20,credit_card
b126,t22,p66,Approved,2025-07-04,credit_card
b127,t17,p54,Pending,2025-07-05,credit_card
b128,t7,p39,Approved,2025-07-05,credit_card
b129,t6,p100,Pending,2025-06-24,credit_card
b130,t12,p15,Pending,2025-06-21,credit_card
b131,t28,p39,Cancelled,2025-06-11,credit_card
b132,t25,p98,Pending,2025-06-26,credit_card
b133,t1,p52,Pending,2025-06-20,credit_card
b134,t36,p96,Rejected,2025-07-03,fpx
b135,t20,p56,Rejected,2025-06-19,credit_card
b136,t21,p31,Cancelled,2025-06-27,fpx
b137,t17,p1,Pending,2025-06-07,credit_card
b138,t46,p56,Rejected,2025-06-16,credit_card
b139,t26,p77,Rejected,2025-06-24,fpx
b140,t20,p64,Cancelled,2025-06-23,credit_card
b141,t45,p20,Approved,2025-06-08,credit_card
b142,t24,p14,Rejected,2025-06-06,fpx
b143,t21,p98,Cancelled,2025-06-17,credit_card
b144,t21,p85,Pending,2025-06-27,fpx
b145,t15,p65,Pending,2025-07-01,credit_card
b146,t25,p16,Cancelled,2025-06-11,fpx
b147,t46,p48,Pending,2025-06-09,fpx
b148,t49,p60,Approved,2025-07-02,credit_card
b149,t10,p35,Approved,2025-06-24,credit_card
b150,t34,p69,Cancelled,2025-06-09,credit_card
b151,t9,p80,Approved,2025-06-25,credit_card
b152,t36,p28,Rejected,2025-06-12,fpx
b153,t49,p66,Rejected,2025-06-15,fpx
b154,t15,p45,Approved,2025-06-21,fpx
b155,t39,p95,Approved,2025-06-27,credit_card
b156,t25,p78,Approved,2025-06-13,credit_card
b157,t36,p58,Approved,2025-06-15,fpx
b158,t33,p85,Cancelled,2025-06-20,fpx
b159,t43,p41,Pending,2025-06-16,credit_card
b160,t27,p80,Approved,2025-07-02,credit_card
b161,t36,p29,Pending,2025-06-16,fpx
b162,t12,p26,Pending,2025-06-08,credit_card
b163,t41,p75,Pending,2025-06-21,credit_card
b164,t14,p11,Pending,2025-06-18,fpx
b165,t7,p29,Pending,2025-06-07,credit_card
b166,t15,p33,Rejected,2025-06-30,credit_card
b167,t17,p10,Pending,2025-06-11,credit_card
b168,t40,p71,Rejected,2025-06-07,credit_card
b169,t12,p85,Approved,2025-06-10,fpx
b170,t45,p3,Approved,2025-06-24,fpx
b171,t43,p99,Pending,2025-06-10,fpx
b172,t12,p34,Cancelled,2025-07-05,fpx
b173,t13,p16,Cancelled,2025-06-11,credit_card
b174,t45,p84,Cancelled,2025-06-16,credit_card
b175,t7,p55,Approved,2025-07-01,credit_card
b176,t24,p3,Rejected,2025-06-29,fpx
b177,t13,p67,Approved,2025-06-30,fpx
b178,t36,p89,Pending,2025-06-24,fpx
b179,t20,p7,Approved,2025-06-10,fpx
b180,t45,p28,Rejected,2025-06-19,credit_card
b181,t39,p28,Rejected,2025-06-08,fpx
b182,t39,p70,Approved,2025-07-01,credit_card
b183,t41,p44,Cancelled,2025-06-11,fpx
b184,t10,p26,Rejected,2025-06-16,credit_card
b185,t47,p96,Rejected,2025-06-29,fpx
b186,t9,p3,Approved,2025-06-06,credit_card
b187,t30,p47,Approved,2025-07-05,credit_card
b188,t42,p55,Pending,2025-06-06,fpx
b189,t21,p59,Pending,2025-07-02,credit_card
b190,t13,p97,Pending,2025-06-30,credit_card
b191,t24,p75,Approved,2025-06-16,fpx
b192,t41,p83,Approved,2025-06-30,fpx
b193,t24,p46,Rejected,2025-06-09,fpx
b194,t47,p3,Rejected,2025-06-26,fpx
b195,t1,p57,Rejected,2025-06-13,credit_card
b196,t32,p70,Cancelled,2025-06-29,credit_card
b197,t43,p52,Rejected,2025-06-19,fpx
b198,t45,p4,Approved,2025-06-11,credit_card
b199,t46,p98,Cancelled,2025-06-11,fpx
b200,t49,p77,Rejected,2025-06-18,credit_card
b001,t2,p31,Pending,2025-06-28,fpx
b002,t11,p60,Pending,2025-06-07,credit_card
b003,t32,p53,Cancelled,2025-06-13,fpx
b004,t2,p97,Rejected,2025-06-19,fpx
b005,t13,p7,Cancelled,2025-06-23,credit_card
b006,t22,p51,Rejected,2025-06-10,fpx
b007,t7,p15,Pending,2025-06-26,credit_card
b008,t23,p59,Pending,2025-06-12,credit_card
b009,t49,p55,Pending,2025-06-22,fpx
b010,t16,p76,Approved,2025-07-05,fpx
b011,t44,p58,Pending,2025-06-22,fpx
b012,t48,p41,Rejected,2025-06-12,credit_card
b013,t8,p81,Approved,2025-06-10,credit_card
b014,t42,p92,Pending,2025-06-16,credit_card
b015,t6,p3,Cancelled,2025-06-25,credit_card
b016,t22,p48,Pending,2025-06-16,fpx
b017,t39,p68,Approved,2025-06-16,fpx
b018,t17,p9,Approved,2025-07-01,fpx
b019,t23,p86,Rejected,2025-06-25,credit_card
b020,t47,p28,Pending,2025-06-22,credit_card
b021,t1,p27,Cancelled,2025-06-09,fpx
b022,t31,p60,Rejected,2025-06-22,credit_card
b023,t44,p2,Pending,2025-06-25,fpx
b024,t5,p6,Pending,2025-06-17,credit_card
b025,t21,p28,Pending,2025-06-06,fpx
b026,t12,p69,Cancelled,2025-06-25,fpx
b027,t33,p59,Pending,2025-06-12,credit_card
b028,t48,p7,Cancelled,2025-07-01,fpx
b029,t33,p36,Rejected,2025-06-28,credit_card
b030,t47,p26,Approved,2025-06-21,fpx
b031,t45,p35,Approved,2025-06-30,fpx
b032,t30,p14,Cancelled,2025-06-26,fpx
b033,t18,p7,Cancelled,2025-07-03,credit_card
b034,t25,p14,Cancelled,2025-06-10,credit_card
b035,t23,p94,Cancelled,2025-06-13,fpx
b036,t32,p4,Pending,2025-07-05,fpx
b037,t50,p48,Rejected,2025-06-30,fpx
b038,t41,p50,Cancelled,2025-07-01,fpx
b039,t39,p5,Rejected,2025-06-06,credit_card
b040,t23,p44,Rejected,2025-06-07,fpx
b041,t19,p66,Cancelled,2025-06-28,fpx
b042,t22,p65,Rejected,2025-06-19,fpx
b043,t35,p24,Rejected,2025-06-11,fpx
b044,t1,p17,Pending,2025-06-23,fpx
b045,t34,p47,Pending,2025-06-16,credit_card
b046,t28,p58,Approved,2025-06-13,fpx
b047,t33,p96,Cancelled,2025-06-11,fpx
b048,t24,p88,Pending,2025-06-17,credit_card
b049,t33,p36,Pending,2025-06-22,fpx
b050,t25,p48,Rejected,2025-06-23,credit_card
b051,t15,p64,Cancelled,2025-06-29,fpx
b052,t25,p64,Approved,2025-06-14,fpx
b053,t37,p97,Approved,2025-06-22,credit_card
b054,t5,p94,Approved,2025-06-14,fpx
b055,t33,p57,Cancelled,2025-06-27,fpx
b056,t50,p39,Pending,2025-06-07,fpx
b057,t11,p65,Pending,2025-07-03,credit_card
b058,t7,p70,Approved,2025-07-02,fpx
b059,t15,p95,Approved,2025-06-21,credit_card
b060,t35,p35,Pending,2025-06-10,fpx
b061,t39,p51,Pending,2025-07-05,credit_card
b062,t16,p51,Pending,2025-06-30,credit_card
b063,t12,p22,Cancelled,2025-06-09,fpx
b064,t17,p55,Rejected,2025-06-10,credit_card
b065,t3,p22,Pending,2025-06-14,fpx
b066,t8,p82,Cancelled,2025-06-22,credit_card
b067,t25,p16,Rejected,2025-06-14,credit_card
b068,t48,p81,Rejected,2025-06-12,credit_card
b069,t7,p5,Rejected,2025-06-07,credit_card
b070,t39,p47,Cancelled,2025-06-09,credit_card
b071,t7,p93,Rejected,2025-06-16,credit_card
b072,t44,p38,Cancelled,2025-06-16,fpx
b073,t1,p18,Rejected,2025-06-20,credit_card
b074,t20,p5,Cancelled,2025-06-27,fpx
b075,t43,p65,Rejected,2025-06-19,credit_card
b076,t36,p35,Cancelled,2025-06-08,fpx
b077,t39,p19,Pending,2025-06-12,fpx
b078,t14,p79,Approved,2025-06-24,credit_card
b079,t25,p73,Rejected,2025-07-03,credit_card
b080,t33,p29,Pending,2025-06-07,fpx
b081,t12,p61,Approved,2025-06-15,fpx
b082,t16,p82,Cancelled,2025-06-20,credit_card
b083,t7,p39,Pending,2025-06-11,credit_card
b084,t21,p82,Pending,2025-06-21,fpx
b085,t45,p53,Cancelled,2025-06-11,credit_card
b086,t22,p37,Cancelled,2025-06-14,credit_card
b087,t47,p6,Rejected,2025-06-10,fpx
b088,t19,p92,Pending,2025-06-24,fpx
b089,t6,p42,Pending,2025-06-12,fpx
b090,t45,p49,Cancelled,2025-06-25,fpx
b091,t33,p34,Approved,2025-06-28,fpx
b092,t5,p93,Rejected,2025-06-15,fpx
b093,t36,p85,Cancelled,2025-07-04,credit_card
b094,t36,p89,Cancelled,2025-06-13,fpx
b095,t45,p68,Pending,2025-07-02,fpx
b096,t41,p37,Pending,2025-06-09,credit_card
b097,t27,p3,Cancelled,2025-07-05,credit_card
b098,t11,p66,Approved,2025-06-15,fpx
b099,t41,p82,Cancelled,2025-06-19,credit_card
b100,t32,p78,Approved,2025-06-27,credit_card
