b001,t28,p27,Approved,2025-07-02,credit_card
b101,t22,p7,Cancelled,2025-07-05,credit_card
b102,t15,p1,Cancelled,2025-06-10,fpx
b103,t35,p29,Rejected,2025-06-28,fpx
b104,t8,p39,Pending,2025-06-07,fpx
b105,t44,p74,Rejected,2025-06-19,credit_card
b106,t28,p83,Pending,2025-06-12,credit_card
b107,t39,p65,Approved,2025-06-24,fpx
b108,t50,p48,Approved,2025-06-24,credit_card
b109,t36,p88,Rejected,2025-06-13,fpx
b110,t40,p96,Pending,2025-06-10,fpx
b111,t11,p45,Cancelled,2025-06-29,credit_card
b112,t10,p63,Rejected,2025-06-12,fpx
b113,t44,p44,Cancelled,2025-07-05,fpx
b114,t26,p47,Approved,2025-06-09,credit_card
b115,t41,p69,Pending,2025-06-07,fpx
b116,t3,p1,Rejected,2025-06-08,credit_card
b117,t44,p88,Approved,2025-06-12,credit_card
b118,t27,p3,Pending,2025-07-04,fpx
b119,t18,p46,Approved,2025-06-15,fpx
b120,t36,p62,Cancelled,2025-06-07,fpx
b121,t23,p30,Rejected,2025-06-16,fpx
b122,t4,p10,Approved,2025-06-29,fpx
b123,t17,p38,Pending,2025-06-09,credit_card
b124,t31,p4,Pending,2025-06-24,credit_card
b125,t39,p17,Approved,2025-06-15,credit_card
b126,t40,p83,Rejected,2025-06-18,fpx
b127,t18,p90,Rejected,2025-06-15,credit_card
b128,t19,p42,Pending,2025-06-26,fpx
b129,t5,p88,Pending,2025-07-04,credit_card
b130,t48,p14,Cancelled,2025-07-03,fpx
b131,t37,p72,Cancelled,2025-06-07,credit_card
b132,t17,p66,Pending,2025-06-10,fpx
b133,t35,p31,Approved,2025-06-07,fpx
b134,t8,p36,Cancelled,2025-06-29,fpx
b135,t9,p97,Pending,2025-06-27,fpx
b136,t5,p14,Pending,2025-06-25,credit_card
b137,t35,p35,Approved,2025-07-01,credit_card
b138,t37,p73,Approved,2025-06-13,fpx
b139,t30,p8,Pending,2025-06-18,credit_card
b140,t27,p41,Approved,2025-06-22,fpx
b141,t25,p43,Rejected,2025-06-24,fpx
b142,t9,p68,Pending,2025-06-09,fpx
b143,t28,p30,Pending,2025-06-17,fpx
b144,t17,p50,Approved,2025-06-14,credit_card
b145,t29,p25,Cancelled,2025-06-25,credit_card
b146,t47,p47,Pending,2025-06-20,fpx
b147,t25,p66,Pending,2025-06-08,credit_card
b148,t24,p81,Pending,2025-07-03,credit_card
b149,t6,p94,Rejected,2025-07-04,fpx
b150,t9,p57,Rejected,2025-06-11,credit_card
b151,t42,p21,Pending,2025-06-26,fpx
b152,t1,p86,Approved,2025-06-18,credit_card
b153,t23,p52,Cancelled,2025-06-16,credit_card
b154,t33,p61,Rejected,2025-06-25,credit_card
b155,t2,p6,Pending,2025-06-21,fpx
b156,t25,p59,Approved,2025-06-20,fpx
b157,t4,p43,Pending,2025-06-20,fpx
b158,t40,p86,Approved,2025-06-20,credit_card
b159,t36,p62,Approved,2025-06-14,fpx
b160,t11,p86,Rejected,2025-06-07,fpx
b161,t15,p95,Cancelled,2025-07-01,fpx
b162,t48,p54,Approved,2025-06-09,fpx
b163,t32,p35,Approved,2025-06-12,credit_card
b164,t43,p48,Approved,2025-06-14,fpx
b165,t8,p96,Rejected,2025-06-25,credit_card
b166,t47,p34,Rejected,2025-06-24,fpx
b167,t10,p29,Cancelled,2025-07-03,credit_card
b168,t4,p29,Rejected,2025-06-13,fpx
b169,t1,p52,Rejected,2025-06-14,fpx
b170,t42,p55,Approved,2025-06-07,fpx
b171,t42,p4,Cancelled,2025-06-28,fpx
b172,t42,p37,Rejected,2025-06-23,fpx
b173,t18,p12,Rejected,2025-06-14,fpx
b174,t8,p11,Pending,2025-06-12,credit_card
b175,t2,p48,Approved,2025-06-12,fpx
b176,t8,p50,Cancelled,2025-06-24,credit_card
b177,t21,p76,Rejected,2025-06-11,credit_card
b178,t18,p87,Approved,2025-06-13,fpx
b179,t41,p15,Cancelled,2025-06-15,credit_card
b180,t1,p64,Cancelled,2025-06-21,fpx
b181,t16,p73,Cancelled,2025-07-04,credit_card
b182,t19,p73,Pending,2025-06-23,credit_card
b183,t49,p55,Cancelled,2025-06-22,fpx
b184,t48,p68,Cancelled,2025-06-26,credit_card
b185,t29,p4,Pending,2025-07-04,fpx
b186,t11,p91,Cancelled,2025-06-15,credit_card
b187,t35,p44,Approved,2025-06-09,credit_card
b188,t15,p98,Rejected,2025-06-09,credit_card
b189,t30,p95,Approved,2025-06-23,credit_card
b190,t48,p35,Pending,2025-06-24,fpx
b191,t27,p69,Pending,2025-06-16,fpx
b192,t32,p23,Approved,2025-06-24,credit_card
b193,t46,p87,Cancelled,2025-07-05,credit_card
b194,t4,p37,Pending,2025-06-22,fpx
b195,t23,p58,Approved,2025-07-03,fpx
b196,t36,p71,Cancelled,2025-06-08,fpx
b197,t30,p85,Cancelled,2025-06-14,credit_card
b198,t25,p87,Pending,2025-06-28,credit_card
b199,t11,p3,Rejected,2025-06-17,fpx
b200,t30,p42,Rejected,2025-06-08,fpx
b001,t24,p76,Approved,2025-06-13,fpx
b002,t40,p14,Rejected,2025-06-15,fpx
b003,t21,p50,Approved,2025-07-04,fpx
b004,t9,p76,Cancelled,2025-07-01,credit_card
b005,t47,p43,Cancelled,2025-06-29,fpx
b006,t7,p95,Cancelled,2025-06-08,fpx
b007,t25,p23,Rejected,2025-06-22,fpx
b008,t5,p100,Rejected,2025-06-10,fpx
b009,t13,p93,Approved,2025-06-20,credit_card
b010,t4,p4,Rejected,2025-06-11,credit_card
b011,t1,p32,Pending,2025-07-02,fpx
b012,t6,p67,Cancelled,2025-06-24,credit_card
b013,t7,p77,Rejected,2025-06-23,fpx
b014,t10,p60,Approved,2025-06-20,credit_card
b015,t43,p82,Rejected,2025-07-02,credit_card
b016,t10,p66,Pending,2025-06-28,credit_card
b017,t13,p72,Rejected,2025-06-28,fpx
b018,t32,p79,Pending,2025-06-10,fpx
b019,t8,p56,Pending,2025-06-24,fpx
b020,t10,p91,Rejected,2025-06-29,fpx
b021,t33,p27,Approved,2025-06-12,fpx
b022,t38,p65,Rejected,2025-06-16,fpx
b023,t42,p68,Approved,2025-06-30,credit_card
b024,t10,p52,Approved,2025-06-22,fpx
b025,t11,p74,Cancelled,2025-06-13,fpx
b026,t47,p80,Rejected,2025-06-28,credit_card
b027,t37,p33,Pending,2025-06-18,credit_card
b028,t40,p39,Cancelled,2025-07-04,fpx
b029,t11,p75,Approved,2025-06-21,credit_card
b030,t4,p99,Pending,2025-06-28,fpx
b031,t44,p54,Pending,2025-06-19,credit_card
b032,t34,p21,Approved,2025-06-26,credit_card
b033,t20,p24,Pending,2025-07-02,fpx
b034,t38,p69,Pending,2025-06-27,fpx
b035,t19,p1,Rejected,2025-06-21,credit_card
b036,t14,p70,Cancelled,2025-06-09,credit_card
b037,t11,p85,Cancelled,2025-06-26,fpx
b038,t29,p26,Rejected,2025-06-20,credit_card
b039,t40,p2,Pending,2025-06-19,credit_card
b040,t36,p56,Cancelled,2025-06-28,fpx
b041,t6,p68,Pending,2025-06-09,fpx
b042,t12,p69,Approved,2025-06-19,credit_card
b043,t12,p95,Approved,2025-07-01,fpx
b044,t50,p99,Pending,2025-06-21,credit_card
b045,t20,p21,Pending,2025-06-25,credit_card
b046,t10,p37,Cancelled,2025-06-24,credit_card
b047,t37,p33,Cancelled,2025-06-08,credit_card
b048,t1,p36,Cancelled,2025-07-01,credit_card
b049,t11,p66,Cancelled,2025-06-19,fpx
b050,t17,p27,Pending,2025-07-04,fpx
b051,t40,p15,Rejected,2025-06-23,fpx
b052,t33,p90,Pending,2025-06-17,fpx
b053,t37,p84,Pending,2025-06-30,fpx
b054,t50,p3,Cancelled,2025-06-07,credit_card
b055,t17,p68,Rejected,2025-06-15,credit_card
b056,t39,p48,Rejected,2025-06-06,credit_card
b057,t35,p31,Cancelled,2025-06-11,credit_card
b058,t39,p27,Approved,2025-06-24,credit_card
b059,t38,p43,Cancelled,2025-06-06,credit_card
b060,t27,p41,Rejected,2025-06-10,fpx
b061,t19,p82,Approved,2025-06-25,credit_card
b062,t2,p89,Approved,2025-06-30,fpx
b063,t14,p52,Pending,2025-07-01,credit_card
b064,t44,p36,Rejected,2025-06-07,fpx
b065,t50,p81,Pending,2025-06-07,fpx
b066,t25,p56,Pending,2025-06-24,credit_card
b067,t37,p70,Pending,2025-06-23,fpx
b068,t11,p53,Pending,2025-06-09,credit_card
b069,t40,p1,Pending,2025-06-29,fpx
b070,t8,p23,Approved,2025-06-17,fpx
b071,t9,p9,Pending,2025-06-22,fpx
b072,t19,p55,Pending,2025-07-04,credit_card
b073,t37,p98,Pending,2025-07-03,credit_card
b074,t13,p41,Rejected,2025-06-06,fpx
b075,t17,p81,Pending,2025-06-14,credit_card
b076,t46,p28,Pending,2025-06-06,fpx
b077,t36,p15,Cancelled,2025-06-26,credit_card
b078,t33,p85,Approved,2025-06-22,fpx
b079,t8,p8,Approved,2025-07-04,fpx
b080,t4,p13,Pending,2025-06-24,credit_card
b081,t38,p61,Pending,2025-06-10,fpx
b082,t31,p93,Rejected,2025-06-06,credit_card
b083,t32,p79,Pending,2025-06-21,fpx
b084,t48,p71,Cancelled,2025-06-06,fpx
b085,t5,p94,Rejected,2025-06-24,credit_card
b086,t13,p9,Cancelled,2025-06-10,fpx
b087,t10,p84,Rejected,2025-06-21,credit_card
b088,t35,p50,Pending,2025-06-09,fpx
b089,t45,p2,Approved,2025-06-21,fpx
b090,t35,p42,Approved,2025-06-30,fpx
b091,t5,p63,Cancelled,2025-06-29,fpx
b092,t32,p95,Cancelled,2025-07-05,credit_card
b093,t50,p87,Cancelled,2025-06-16,credit_card
b094,t21,p13,Pending,2025-06-13,credit_card
b095,t44,p6,Rejected,2025-06-10,credit_card
b096,t27,p27,Approved,2025-06-10,fpx
b097,t43,p52,Approved,2025-06-22,credit_card
b098,t28,p43,Cancelled,2025-06-24,fpx
b099,t34,p31,Pending,2025-06-29,fpx
b100,t2,p1,Cancelled,2025-06-19,fpx
b101,t39,p91,Pending,2025-07-05,fpx
b102,t40,p78,Cancelled,2025-06-30,credit_card
b103,t43,p23,Cancelled,2025-07-03,credit_card
b104,t15,p49,Cancelled,2025-06-30,credit_card
b105,t39,p72,Cancelled,2025-06-07,fpx
b106,t19,p42,Cancelled,2025-06-10,credit_card
b107,t38,p60,Approved,2025-07-05,fpx
b108,t50,p63,Pending,2025-06-06,credit_card
b109,t11,p42,Pending,2025-06-24,credit_card
b110,t34,p79,Rejected,2025-06-14,fpx
b111,t5,p77,Rejected,2025-06-09,credit_card
b112,t35,p88,Cancelled,2025-06-22,credit_card
b113,t2,p91,Approved,2025-07-03,fpx
b114,t26,p19,Cancelled,2025-06-20,credit_card
b115,t47,p77,Rejected,2025-06-20,credit_card
b116,t7,p54,Cancelled,2025-06-08,fpx
b117,t48,p86,Cancelled,2025-06-29,fpx
b118,t30,p99,Pending,2025-06-25,fpx
b119,t49,p55,Rejected,2025-06-20,credit_card
b120,t40,p60,Cancelled,2025-06-28,fpx
b121,t45,p54,Rejected,2025-07-02,fpx
b122,t2,p24,Cancelled,2025-07-02,credit_card
b123,t34,p40,Approved,2025-06-28,credit_card
b124,t28,p28,Approved,2025-06-29,fpx
b125,t17,p10,Approved,2025-06-13,fpx
b126,t31,p1,Cancelled,2025-06-15,credit_card
b127,t3,p50,Approved,2025-06-17,fpx
b128,t2,p100,Rejected,2025-06-14,credit_card
b129,t47,p81,Pending,2025-07-03,fpx
b130,t19,p8,Rejected,2025-06-22,credit_card
b131,t42,p22,Rejected,2025-06-16,credit_card
b132,t20,p51,Approved,2025-06-15,fpx
b133,t15,p95,Pending,2025-06-27,credit_card
b134,t44,p51,Pending,2025-06-07,fpx
b135,t2,p42,Cancelled,2025-06-20,fpx
b136,t15,p73,Cancelled,2025-07-04,credit_card
b137,t48,p42,Approved,2025-06-11,fpx
b138,t45,p82,Pending,2025-06-06,credit_card
b139,t32,p6,Pending,2025-06-23,credit_card
b140,t15,p48,Approved,2025-06-22,credit_card
b141,t5,p15,Cancelled,2025-06-29,fpx
b142,t24,p37,Cancelled,2025-06-12,credit_card
b143,t31,p77,Cancelled,2025-06-20,fpx
b144,t12,p73,Cancelled,2025-06-25,credit_card
b145,t35,p4,Pending,2025-06-09,credit_card
b146,t2,p69,Rejected,2025-06-15,credit_card
b147,t35,p62,Cancelled,2025-06-24,credit_card
b148,t23,p88,Pending,2025-06-20,credit_card
b149,t30,p85,Approved,2025-06-25,fpx
b150,t47,p7,Cancelled,2025-06-08,fpx
b151,t9,p14,Rejected,2025-07-03,credit_card
b152,t12,p45,Pending,2025-06-13,fpx
b153,t28,p27,Pending,2025-06-29,credit_card
b154,t17,p73,Pending,2025-06-12,fpx
b155,t35,p54,Approved,2025-06-06,credit_card
b156,t7,p21,Cancelled,2025-06-10,fpx
b157,t25,p29,Cancelled,2025-06-30,credit_card
b158,t1,p8,Cancelled,2025-06-18,fpx
b159,t25,p65,Pending,2025-06-14,credit_card
b160,t25,p54,Rejected,2025-06-12,credit_card
b161,t9,p28,Rejected,2025-06-20,fpx
b162,t10,p77,Rejected,2025-06-09,credit_card
b163,t40,p8,Approved,2025-07-03,credit_card
b164,t41,p80,Approved,2025-07-05,credit_card
b165,t18,p89,Approved,2025-06-14,credit_card
b166,t41,p73,Cancelled,2025-06-18,fpx
b167,t14,p89,Rejected,2025-06-22,credit_card
b168,t45,p37,Pending,2025-06-23,credit_card
b169,t10,p75,Pending,2025-06-17,fpx
b170,t11,p6,Pending,2025-07-02,fpx
b171,t32,p10,Rejected,2025-07-02,credit_card
b172,t30,p84,Pending,2025-06-29,credit_card
b173,t28,p37,Rejected,2025-06-18,credit_card
b174,t9,p85,Approved,2025-06-16,credit_card
b175,t4,p75,Pending,2025-06-06,credit_card
b176,t15,p6,Pending,2025-06-23,fpx
b177,t34,p47,Approved,2025-06-07,credit_card
b178,t39,p76,Cancelled,2025-06-16,credit_card
b179,t20,p2,Cancelled,2025-06-09,fpx
b180,t40,p88,Cancelled,2025-07-04,fpx
b181,t21,p27,Pending,2025-06-24,credit_card
b182,t12,p44,Pending,2025-06-23,credit_card
b183,t44,p23,Approved,2025-06-07,fpx
b184,t41,p72,Rejected,2025-07-02,credit_card
b185,t34,p61,Rejected,2025-06-22,credit_card
b186,t45,p9,Approved,2025-07-02,credit_card
b187,t20,p5,Cancelled,2025-06-16,credit_card
b188,t45,p78,Rejected,2025-06-15,credit_card
b189,t1,p38,Rejected,2025-06-06,credit_card
b190,t24,p49,Rejected,2025-07-03,credit_card
b191,t50,p44,Approved,2025-06-13,fpx
b192,t22,p60,Pending,2025-06-27,fpx
b193,t22,p65,Pending,2025-06-24,credit_card
b194,t41,p48,Cancelled,2025-06-20,fpx
b195,t33,p74,Approved,2025-06-21,credit_card
b196,t43,p55,Pending,2025-06-29,credit_card
b197,t28,p87,Pending,2025-06-18,fpx
b198,t19,p89,Approved,2025-07-03,fpx
b199,t29,p78,Pending,2025-06-28,credit_card
b200,t5,p84,Pending,2025-07-01,credit_card
